payload_seq,run,transfer_bytes,output_bytes,read_size,compression,ratio,recv_ms,decompress_ms,copy_ms,total_ms
1,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,19,4,23
2,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,7,4,12
3,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,7,5,12
4,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,7,4,12
5,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,6,4,10
6,managed-fullframe-lz4,14467,3686400,14467,1,254.81,9,6,4,10
7,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,6,4,10
8,managed-fullframe-lz4,14467,3686400,14467,1,254.81,3,6,4,10
9,managed-fullframe-lz4,14467,3686400,14467,1,254.81,4,6,4,10
10,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,6,4,10
11,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,6,4,10
12,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,4,9
13,managed-fullframe-lz4,14467,3686400,14467,1,254.81,9,6,4,10
14,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,6,4,11
15,managed-fullframe-lz4,14467,3686400,14467,1,254.81,3,6,4,10
16,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,6,4,11
17,managed-fullframe-lz4,14467,3686400,14467,1,254.81,2,6,5,12
18,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,6,4,11
19,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,6,4,10
20,managed-fullframe-lz4,14467,3686400,14467,1,254.81,2,6,4,10
21,managed-fullframe-lz4,14467,3686400,14467,1,254.81,8,6,4,10
22,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,6,4,11
23,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,6,4,10
24,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
25,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
26,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,4,9
27,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
28,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,4,10
29,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
30,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
31,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,4,10
32,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
33,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,4,10
34,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,4,10
35,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,4,9
36,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
37,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
38,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
39,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
40,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
41,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
42,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
43,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
44,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
45,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
46,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,8
47,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
48,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
49,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
50,managed-fullframe-lz4,14467,3686400,14467,1,254.81,8,5,3,9
51,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,9
52,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,3,9
53,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,9
54,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,4,9
55,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,3,8
56,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,3,9
57,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,3,9
58,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,4,9
59,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,3,9
60,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,4,9
61,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,9
62,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,3,8
63,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,9
64,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,4,10
65,managed-fullframe-lz4,14467,3686400,14467,1,254.81,4,5,3,8
66,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,3,9
67,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,3,9
68,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,8
69,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,8
70,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,3,8
71,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
72,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,4,10
73,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,9
74,managed-fullframe-lz4,14467,3686400,14467,1,254.81,8,5,3,9
75,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,4,9
76,managed-fullframe-lz4,14467,3686400,14467,1,254.81,7,5,3,9
77,managed-fullframe-lz4,14467,3686400,14467,1,254.81,10,5,3,9
78,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,3,9
79,managed-fullframe-lz4,14467,3686400,14467,1,254.81,6,5,4,9
80,managed-fullframe-lz4,14467,3686400,14467,1,254.81,5,5,3,9
81,managed-fullframe-lz4,14467,3686400,14467,1,254.81,9,5,3,9
82,managed-fullframe-lz4,14467,3686400,14467,1,254.81,8,5,3,9
83,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
84,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
85,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
86,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
87,managed-fullframe-lz4,29290,3686400,29290,1,125.86,9,3,3,7
88,managed-fullframe-lz4,29290,3686400,29290,1,125.86,9,3,3,7
89,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
90,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
91,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,3,7
92,managed-fullframe-lz4,29290,3686400,29290,1,125.86,10,3,4,8
93,managed-fullframe-lz4,29676,3686400,29676,1,124.22,10,3,3,7
94,managed-fullframe-lz4,29676,3686400,29676,1,124.22,10,3,3,7
95,managed-fullframe-lz4,29676,3686400,29676,1,124.22,10,3,3,7
96,managed-fullframe-lz4,29676,3686400,29676,1,124.22,10,3,3,7
97,managed-fullframe-lz4,29676,3686400,29676,1,124.22,10,3,3,7
98,managed-fullframe-lz4,29676,3686400,29676,1,124.22,10,3,3,7
99,managed-fullframe-lz4,1891678,3686400,1891678,1,1.95,60,17,4,21
100,managed-fullframe-lz4,2471679,3686400,2471679,1,1.49,75,14,3,18
101,managed-fullframe-lz4,2849238,3686400,2849238,1,1.29,84,11,3,14
102,managed-fullframe-lz4,2846070,3686400,2846070,1,1.30,84,11,3,15
103,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,85,11,3,14
104,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,84,11,3,14
105,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,75,11,3,15
106,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,15
107,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,15
108,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,75,11,3,15
109,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,14
110,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,76,11,3,14
111,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,15
112,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,15
113,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,14
114,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,14
115,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,75,11,3,15
116,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,4,16
117,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,74,11,3,14
118,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,75,11,3,15
119,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,77,15,4,19
120,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,77,15,3,19
121,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,76,15,4,19
122,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,78,18,4,22
123,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,77,15,3,19
124,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,87,15,4,20
125,managed-fullframe-lz4,2846013,3686400,2846013,1,1.30,77,15,4,19
126,managed-fullframe-lz4,2845965,3686400,2845965,1,1.30,77,18,4,22
127,managed-fullframe-lz4,2845821,3686400,2845821,1,1.30,77,15,4,19
128,managed-fullframe-lz4,2845983,3686400,2845983,1,1.30,77,18,4,22
129,managed-fullframe-lz4,2846115,3686400,2846115,1,1.30,86,15,4,19
130,managed-fullframe-lz4,2845968,3686400,2845968,1,1.30,79,15,4,19
131,managed-fullframe-lz4,2845726,3686400,2845726,1,1.30,85,18,4,22
132,managed-fullframe-lz4,2845726,3686400,2845726,1,1.30,78,15,4,19
133,managed-fullframe-lz4,2845726,3686400,2845726,1,1.30,78,18,4,22
134,managed-fullframe-lz4,2846034,3686400,2846034,1,1.30,86,15,3,19
135,managed-fullframe-lz4,2845917,3686400,2845917,1,1.30,80,15,4,19
136,managed-fullframe-lz4,2845917,3686400,2845917,1,1.30,85,18,4,22
137,managed-fullframe-lz4,2845881,3686400,2845881,1,1.30,78,15,4,19
138,managed-fullframe-lz4,2846065,3686400,2846065,1,1.30,77,15,4,19
139,managed-fullframe-lz4,2846257,3686400,2846257,1,1.30,85,18,4,22
140,managed-fullframe-lz4,2846234,3686400,2846234,1,1.30,90,15,3,19
141,managed-fullframe-lz4,2846181,3686400,2846181,1,1.30,86,18,4,22
142,managed-fullframe-lz4,2845784,3686400,2845784,1,1.30,88,15,3,19
143,managed-fullframe-lz4,2846206,3686400,2846206,1,1.30,77,15,4,19
144,managed-fullframe-lz4,2845956,3686400,2845956,1,1.30,86,15,4,19
145,managed-fullframe-lz4,2846192,3686400,2846192,1,1.30,91,18,4,22
146,managed-fullframe-lz4,2846216,3686400,2846216,1,1.30,85,15,4,19
147,managed-fullframe-lz4,2846132,3686400,2846132,1,1.30,77,15,4,19
148,managed-fullframe-lz4,2846140,3686400,2846140,1,1.30,87,18,5,23
149,managed-fullframe-lz4,2846244,3686400,2846244,1,1.30,86,15,4,20
150,managed-fullframe-lz4,2846093,3686400,2846093,1,1.30,80,15,4,20
151,managed-fullframe-lz4,2845986,3686400,2845986,1,1.30,88,18,4,22
152,managed-fullframe-lz4,2845986,3686400,2845986,1,1.30,77,15,4,19
153,managed-fullframe-lz4,2846020,3686400,2846020,1,1.30,87,15,4,19
154,managed-fullframe-lz4,2845944,3686400,2845944,1,1.30,77,15,4,19
155,managed-fullframe-lz4,2846146,3686400,2846146,1,1.30,77,15,3,19
156,managed-fullframe-lz4,2846306,3686400,2846306,1,1.30,85,15,3,19
157,managed-fullframe-lz4,2846112,3686400,2846112,1,1.30,80,15,4,20
158,managed-fullframe-lz4,2846155,3686400,2846155,1,1.30,86,15,4,19
159,managed-fullframe-lz4,2846697,3686400,2846697,1,1.29,85,18,4,22
160,managed-fullframe-lz4,2846836,3686400,2846836,1,1.29,81,15,4,19
161,managed-fullframe-lz4,2846569,3686400,2846569,1,1.30,85,15,4,20
162,managed-fullframe-lz4,2845992,3686400,2845992,1,1.30,78,15,4,19
163,managed-fullframe-lz4,2845857,3686400,2845857,1,1.30,77,17,4,22
164,managed-fullframe-lz4,2846066,3686400,2846066,1,1.30,86,15,4,19
165,managed-fullframe-lz4,2846071,3686400,2846071,1,1.30,80,15,3,19
166,managed-fullframe-lz4,2846188,3686400,2846188,1,1.30,85,18,4,22
167,managed-fullframe-lz4,2846081,3686400,2846081,1,1.30,86,15,4,20
168,managed-fullframe-lz4,2846277,3686400,2846277,1,1.30,80,15,3,19
169,managed-fullframe-lz4,2846277,3686400,2846277,1,1.30,86,15,3,19
170,managed-fullframe-lz4,2846277,3686400,2846277,1,1.30,77,16,4,20
171,managed-fullframe-lz4,2846277,3686400,2846277,1,1.30,77,15,4,20
172,managed-fullframe-lz4,2846217,3686400,2846217,1,1.30,77,15,4,19
173,managed-fullframe-lz4,2846483,3686400,2846483,1,1.30,77,18,4,22
174,managed-fullframe-lz4,2846635,3686400,2846635,1,1.30,85,15,4,19
175,managed-fullframe-lz4,2846259,3686400,2846259,1,1.30,80,18,4,22
176,managed-fullframe-lz4,2846260,3686400,2846260,1,1.30,86,15,4,19
177,managed-fullframe-lz4,2846262,3686400,2846262,1,1.30,77,15,4,20
178,managed-fullframe-lz4,2846262,3686400,2846262,1,1.30,87,17,4,22
179,managed-fullframe-lz4,2846609,3686400,2846609,1,1.30,86,15,4,20
180,managed-fullframe-lz4,2846707,3686400,2846707,1,1.29,80,15,4,19
181,managed-fullframe-lz4,2846819,3686400,2846819,1,1.29,85,18,4,22
182,managed-fullframe-lz4,2846941,3686400,2846941,1,1.29,87,15,4,20
183,managed-fullframe-lz4,2846941,3686400,2846941,1,1.29,80,15,4,19
184,managed-fullframe-lz4,2846941,3686400,2846941,1,1.29,85,15,4,19
185,managed-fullframe-lz4,2846884,3686400,2846884,1,1.29,77,16,3,20
186,managed-fullframe-lz4,2846884,3686400,2846884,1,1.29,78,18,5,23
187,managed-fullframe-lz4,2442327,3686400,2442327,1,1.51,66,19,4,23
188,managed-fullframe-lz4,2482455,3686400,2482455,1,1.48,68,22,4,26
189,managed-fullframe-lz4,2482455,3686400,2482455,1,1.48,77,19,4,23
190,managed-fullframe-lz4,2482455,3686400,2482455,1,1.48,67,22,4,26
191,managed-fullframe-lz4,2482493,3686400,2482493,1,1.48,67,19,3,23
192,managed-fullframe-lz4,2481633,3686400,2481633,1,1.49,67,22,4,26
193,managed-fullframe-lz4,2481648,3686400,2481648,1,1.49,67,19,3,23
194,managed-fullframe-lz4,2481647,3686400,2481647,1,1.49,68,22,4,26
195,managed-fullframe-lz4,2481647,3686400,2481647,1,1.49,67,19,4,23
196,managed-fullframe-lz4,2481647,3686400,2481647,1,1.49,67,22,4,26
197,managed-fullframe-lz4,2481647,3686400,2481647,1,1.49,68,19,4,24
198,managed-fullframe-lz4,2481647,3686400,2481647,1,1.49,67,19,4,23
199,managed-fullframe-lz4,2481647,3686400,2481647,1,1.49,67,22,5,27
200,managed-fullframe-lz4,2480973,3686400,2480973,1,1.49,67,19,4,24
201,managed-fullframe-lz4,2480973,3686400,2480973,1,1.49,67,22,4,26
202,managed-fullframe-lz4,2480973,3686400,2480973,1,1.49,67,19,4,23
203,managed-fullframe-lz4,2480973,3686400,2480973,1,1.49,67,22,4,26
204,managed-fullframe-lz4,2480243,3686400,2480243,1,1.49,67,19,4,23
205,managed-fullframe-lz4,2480243,3686400,2480243,1,1.49,67,22,4,27
206,managed-fullframe-lz4,2480243,3686400,2480243,1,1.49,67,19,4,23
207,managed-fullframe-lz4,2479422,3686400,2479422,1,1.49,67,22,4,26
208,managed-fullframe-lz4,2478540,3686400,2478540,1,1.49,77,19,3,23
209,managed-fullframe-lz4,2478540,3686400,2478540,1,1.49,67,19,4,23
210,managed-fullframe-lz4,2478540,3686400,2478540,1,1.49,68,19,4,23
211,managed-fullframe-lz4,2478540,3686400,2478540,1,1.49,67,19,4,23
212,managed-fullframe-lz4,2478540,3686400,2478540,1,1.49,67,22,4,26
213,managed-fullframe-lz4,2478540,3686400,2478540,1,1.49,68,19,3,23
214,managed-fullframe-lz4,2481903,3686400,2481903,1,1.49,68,22,4,26
215,managed-fullframe-lz4,2481521,3686400,2481521,1,1.49,67,19,4,23
216,managed-fullframe-lz4,2479388,3686400,2479388,1,1.49,67,22,4,26
217,managed-fullframe-lz4,2889993,3686400,2889993,1,1.28,78,10,3,14
218,managed-fullframe-lz4,1932645,3686400,1932645,1,1.91,52,10,4,14
219,managed-fullframe-lz4,1876363,3686400,1876363,1,1.96,52,12,4,16
220,managed-fullframe-lz4,1876420,3686400,1876420,1,1.96,53,10,4,14
221,managed-fullframe-lz4,1876420,3686400,1876420,1,1.96,51,10,4,15
222,managed-fullframe-lz4,1876420,3686400,1876420,1,1.96,51,10,4,14
223,managed-fullframe-lz4,1876420,3686400,1876420,1,1.96,51,10,4,14
224,managed-fullframe-lz4,1876363,3686400,1876363,1,1.96,50,10,4,14
225,managed-fullframe-lz4,1876363,3686400,1876363,1,1.96,50,10,4,15
226,managed-fullframe-lz4,1876363,3686400,1876363,1,1.96,51,10,4,14
227,managed-fullframe-lz4,1876363,3686400,1876363,1,1.96,50,10,4,14
228,managed-fullframe-lz4,1876362,3686400,1876362,1,1.96,50,10,4,15
229,managed-fullframe-lz4,1876362,3686400,1876362,1,1.96,50,10,4,15
230,managed-fullframe-lz4,1876362,3686400,1876362,1,1.96,51,10,4,14
231,managed-fullframe-lz4,1876362,3686400,1876362,1,1.96,51,11,4,15
232,managed-fullframe-lz4,2774353,3686400,2774353,1,1.33,81,10,4,14
233,managed-fullframe-lz4,427076,3686400,427076,1,8.63,16,5,4,9
234,managed-fullframe-lz4,435763,3686400,435763,1,8.46,15,5,4,9
235,managed-fullframe-lz4,442757,3686400,442757,1,8.33,13,5,4,9
236,managed-fullframe-lz4,442900,3686400,442900,1,8.32,13,5,4,9
237,managed-fullframe-lz4,442900,3686400,442900,1,8.32,13,5,4,10
238,managed-fullframe-lz4,442884,3686400,442884,1,8.32,14,5,4,9
239,managed-fullframe-lz4,442814,3686400,442814,1,8.32,13,5,4,10
240,managed-fullframe-lz4,442748,3686400,442748,1,8.33,14,5,4,9
241,managed-fullframe-lz4,442748,3686400,442748,1,8.33,13,5,4,9
242,managed-fullframe-lz4,442752,3686400,442752,1,8.33,14,5,4,9
243,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,10
244,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
245,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
246,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
247,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,5,10
248,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
249,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
250,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,5,10
251,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
252,managed-fullframe-lz4,442752,3686400,442752,1,8.33,14,5,4,9
253,managed-fullframe-lz4,442752,3686400,442752,1,8.33,13,5,4,9
254,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,10
255,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
256,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
257,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
258,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
259,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
260,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
261,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,9
262,managed-fullframe-lz4,442865,3686400,442865,1,8.32,13,5,4,10
263,managed-fullframe-lz4,447666,3686400,447666,1,8.23,13,5,4,9
264,managed-fullframe-lz4,447480,3686400,447480,1,8.24,13,5,4,9
265,managed-fullframe-lz4,447480,3686400,447480,1,8.24,13,5,4,9
266,managed-fullframe-lz4,446964,3686400,446964,1,8.25,13,5,4,10
267,managed-fullframe-lz4,445647,3686400,445647,1,8.27,13,5,4,9
268,managed-fullframe-lz4,441087,3686400,441087,1,8.36,13,5,5,10
269,managed-fullframe-lz4,440945,3686400,440945,1,8.36,13,5,4,9
270,managed-fullframe-lz4,440945,3686400,440945,1,8.36,13,5,4,9
271,managed-fullframe-lz4,440927,3686400,440927,1,8.36,13,5,4,9
272,managed-fullframe-lz4,440967,3686400,440967,1,8.36,13,5,4,10
273,managed-fullframe-lz4,440993,3686400,440993,1,8.36,14,5,4,9
274,managed-fullframe-lz4,440993,3686400,440993,1,8.36,13,5,4,9
275,managed-fullframe-lz4,440323,3686400,440323,1,8.37,13,5,4,9
276,managed-fullframe-lz4,440958,3686400,440958,1,8.36,13,5,4,9
277,managed-fullframe-lz4,441083,3686400,441083,1,8.36,13,5,4,9
278,managed-fullframe-lz4,441083,3686400,441083,1,8.36,13,5,4,9
279,managed-fullframe-lz4,441037,3686400,441037,1,8.36,13,5,4,9
280,managed-fullframe-lz4,440856,3686400,440856,1,8.36,13,5,4,9
281,managed-fullframe-lz4,440847,3686400,440847,1,8.36,13,5,5,10
282,managed-fullframe-lz4,440833,3686400,440833,1,8.36,13,5,4,9
283,managed-fullframe-lz4,440833,3686400,440833,1,8.36,13,5,4,9
284,managed-fullframe-lz4,440943,3686400,440943,1,8.36,13,5,4,9
285,managed-fullframe-lz4,440869,3686400,440869,1,8.36,13,5,4,9
286,managed-fullframe-lz4,436800,3686400,436800,1,8.44,13,5,4,9
287,managed-fullframe-lz4,436800,3686400,436800,1,8.44,13,5,4,9
288,managed-fullframe-lz4,436848,3686400,436848,1,8.44,13,5,4,9
289,managed-fullframe-lz4,507063,3686400,507063,1,7.27,15,6,4,10
290,managed-fullframe-lz4,529497,3686400,529497,1,6.96,16,6,4,10
291,managed-fullframe-lz4,529497,3686400,529497,1,6.96,15,6,4,10
292,managed-fullframe-lz4,529574,3686400,529574,1,6.96,15,6,4,10
